id,full_name,date_of_birth
1187,Aaron Taylor-Johnson,
1188,Dev Patel,
1189,Ninja,
1190,Queen Latifah,
1191,Lochlyn Munro,
1192,Chandra West,
1193,Steve Bacic,
1194,Whoopi Goldberg,
1195,Mary McCormack,
1196,Gregory Hines,
1197,Maggie Grace,
1198,Aamir Khan,
1199,Nandita Das,
1200,Maia Sethna,
1201,Adam Garcia,
1202,Brian Dennehy,
1203,Donatas Banionis,
1204,Natalya Bondarchuk,
1205,Jüri Järvet,
1206,George Carlin,
1207,Andy Dick,
1208,George Cole,
1209,Dermot Mulroney,
1210,Lou Diamond Phillips,
1211,Laurence Olivier,
1212,Jacqueline Bisset,
1213,Rick Moranis,
1214,Pamela Anderson,
1215,Jenny McCarthy,
1216,Marny Eng,
1217,Anita Briem,
1218,Julie Andrews,
1219,Sam Shepard,
1220,Sean Hayes,
1221,Patrick Bergin,
1222,Jane Fonda,
1223,Michael Vartan,
1224,Paul Dano,
1225,Ethan Hawke,
1226,Scott Glenn,
1227,Alan Rickman,
1228,James DeBello,
1229,Stephen Dorff,
1230,Rob Brown,
1231,Robert Ri'chard,
1232,Kim Staunton,
1233,Julia Louis-Dreyfus,
1234,Hayden Panettiere,
1235,Don Johnson,
1236,Cheech Marin,
1237,Lucille Ball,
1238,Henry Fonda,
1239,Van Johnson,
1240,Kate Walsh,
1241,Kenan Thompson,
1242,Shedrack Anderson III,
1243,Jermaine Williams,
1244,Wendi McLendon-Covey,
1245,Timothy Hutton,
1246,Hal Scardino,
1247,Litefoot,
1248,Lindsay Crouse,
1249,Kim Basinger,
1250,Rowan Atkinson,
1251,Natalie Imbruglia,
1252,Kyle MacLachlan,
1253,Francesca Annis,
1254,Leonardo Cimino,
1255,Jim Sturgess,
1256,Joe Anderson,
1257,Yasiin Bey,
1258,Mélanie Thierry,
1259,Keenen Ivory Wayans,
1260,Harris Yulin,
1261,Carter Jenkins,
1262,Austin Butler,
1263,Kevin Nealon,
1264,Billy Zane,
1265,Kristy Swanson,
1266,Treat Williams,
1267,Henry Thomas,
1268,Powers Boothe,
1269,Jon Bernthal,
1270,Anthony Heald,
1271,Derek Luke,
1272,Laz Alonso,
1273,Shahkrit Yamnarm,
1274,Charlie Yeung,
1275,Patrick Warburton,
1276,Unax Ugalde,
1277,Charlie Sheen,
1278,Wayne Brady,
1279,Hilary Duff,
1280,Alan Arkin,
1281,Sela Ward,
1282,Gio Perez,
1283,Charles Napier,
1284,Mel Blanc,
1285,Don Brodie,
1286,Walter Catlett,
1287,Scott Speedman,
1288,Tony Curran,
1289,Bob Hoskins,
1290,Jeanne Tripplehorn,
1291,Zac Efron,
1292,Amanda Crew,
1293,Brie Larson,
1294,Gina McKee,
1295,Miranda Richardson,
1296,Timothy Spall,
1297,Robin Givens,
1298,Demián Bichir,
1299,Elizabeth Taylor,
1300,Richard Burton,
1301,Rex Harrison,
1302,Henry Winkler,
1303,Ashley Judd,
1304,Barbra Streisand,
1305,Lauren Bacall,
1306,Richard Bey,
1307,Ron Paul,
1308,Timothy Dalton,
1309,Carey Lowell,
1310,Robert Davi,
1311,Billy Burke,
1312,Edward Burns,
1313,Dennis Hopper,
1314,Jared Leto,
1315,Tony Leung Chiu-Wai,
1316,Maggie Cheung,
1317,Jason O'Mara,
1318,Daniel Sunjata,
1319,Lizzy Caplan,
1320,Jang Dong-gun,
1321,Dany Boon,
1322,André Dussollier,
1323,Eminem,
1324,Mekhi Phifer,
1325,Jamel Debbouze,
1326,Arié Elmaleh,
1327,Mélissa Theuriau,
1328,Rufus Sewell,
1329,Shannyn Sossamon,
1330,Lee Evans,
1331,Toni Collette,
1332,Ralph Macchio,
1333,Pat Morita,
1334,William Zabka,
1335,Choi Min-sik,
1336,Dakota Johnson,
1337,Jamie Dornan,
1338,Jennifer Ehle,
1339,Alexa PenaVega,
1340,Madison Wolfe,
1341,Regina Hall,
1342,Craig Bierko,
1343,David Arquette,
1344,Neve Campbell,
1345,Alison Brie,
1346,Chadwick Boseman,
1347,T.R. Knight,
1348,Rachel Melvin,
1349,Moon Bloodgood,
1350,Olivia Munn,
1351,Russell Means,
1352,Devon Aoki,
1353,Rashida Jones,
1354,Nia Long,
1355,Emily Procter,
1356,Matthew Perry,
1357,Kate Upton,
1358,Bobby Campo,
1359,Shantel VanSanten,
1360,Nick Zano,
1361,Gregory Smith,
1362,Michael Jai White,
1363,Martin Sheen,
1364,Richard Harris,
1365,January Jones,
1366,Rob Corddry,
1367,Rudy Youngblood,
1368,Raoul Max Trujillo,
1369,Gerardo Taracena,
1370,Maryam d'Abo,
1371,Jeroen Krabbé,
1372,Topher Grace,
1373,Debra Winger,
1374,Shohreh Aghdashloo,
1375,Gena Rowlands,
1376,Ron Livingston,
1377,Kevin McKidd,
1378,Vincent Piazza,
1379,Freya Tingley,
1380,Nigel Hawthorne,
1381,Lorraine Bracco,
1382,José Wilker,
1383,Steven Pasquale,
1384,Reiko Aylesworth,
1385,John Ortiz,
1386,Macaulay Culkin,
1387,John Larroquette,
1388,Anthony LaPaglia,
1389,Scott Porter,
1390,Nick Frost,
1391,Emma Bell,
1392,Nicholas D'Agosto,
1393,Miles Fisher,
1394,Jimmy Fallon,
1395,Jason Spevack,
1396,Josh Peck,
1397,John Lone,
1398,Thomas Horn,
1399,Joy Bryant,
1400,Adewale Akinnuoye-Agbaje,
1401,Maury Chaykin,
1402,Anthony Rapp,
1403,Adam Pascal,
1404,Angela Bettis,
1405,Holliston Coleman,
1406,Catherine Deneuve,
1407,Mena Suvari,
1408,David Proval,
1409,Cliff Curtis,
1410,Callum Blue,
1411,Jessalyn Gilsig,
1412,Mira Sorvino,
1413,Kelly McGillis,
1414,Martin Henderson,
1415,Monet Mazur,
1416,Elizabeth Berkley,
1417,Gina Gershon,
1418,Jason Schwartzman,
1419,Judy Davis,
1420,Rachael Leigh Cook,
1421,Tom Holland,
1422,Isabelle Adjani,
1423,Chevy Chase,
1424,Mathieu Kassovitz,
1425,Rufus,
1426,Ashley Olsen,
1427,Mary-Kate Olsen,
1428,Omar Epps,
1429,Chris Massoglia,
1430,Eileen Essell,
1431,Bernie Mac,
1432,Sharon Leal,
1433,M. Emmet Walsh,
1434,Richard Jordan,
1435,David Selby,
1436,Jean-Claude Van Damme,
1437,Kiana Tom,
1438,Bill Goldberg,
1439,Devon Sawa,
1440,Bridgette Wilson,
1441,Christian Clavier,
1442,Allison Janney,
1443,Jasmine Trinca,
1444,Sarah Bolger,
1445,Sarah Roemer,
1446,James Brolin,
1447,Andy Lau,
1448,Takeshi Kaneshiro,
1449,Kuno Becker,
1450,Jay Hernandez,
1451,Song Kang-ho,
1452,Vanessa Paradis,
1453,Mathieu Chedid,
1454,Gad Elmaleh,
1455,Brandon Lee,
1456,Rochelle Davis,
1457,Prabhas,
1458,Rana Daggubati,
1459,Tamanna Bhatia,
1460,Michelle Nolden,
1461,Catherine O'Hara,
1462,Martin Short,
1463,Nathan Fillion,
1464,Gina Torres,
1465,Joe Cortese,
1466,Richard Pryor,
1467,Jackie Cooper,
1468,Chang Chen,
1469,Hu Jun,
1470,Eric Winter,
1471,Song Hye-kyo,
1472,Lucas Grabeel,
1473,Blythe Auffarth,
1474,Vicellous Reon Shannon,
1475,Billy Campbell,
1476,Juliette Lewis,
1477,Raini Rodriguez,
1478,Eduardo Verástegui,
1479,Jeremy Sisto,
1480,Julie Bowen,
1481,Kelly Lynch,
1482,Jason Flemyng,
1483,Gabourey Sidibe,
1484,Mo'Nique,
1485,Caroline Goodall,
1486,John Savage,
1487,Wilford Brimley,
1488,Katee Sackhoff,
1489,R. Lee Ermey,
1490,James Van Der Beek,
1491,Harry Treadaway,
1492,Mary Kay Place,
1493,Ryan Cartwright,
1494,Mischa Barton,
1495,Darrin Henson,
1496,Nick Robinson,
1497,Alex Roe,
1498,Graham McTavish,
1499,Abigail Breslin,
1500,Daniel Brühl,
1501,Juan Carlos Hernández,
1502,Harry Connick Jr.,
1503,Luke Wilson,
1504,Dave Chappelle,
1505,Vasily Stepanov,
1506,Pyotr Fyodorov,
1507,Юлия Снигирь,
1508,J. T. Walsh,
1509,Klaus Maria Brandauer,
1510,Nathan Gamble,
1511,Larenz Tate,
1512,Reeve Carney,
1513,Colin O'Donoghue,
1514,Gore Vidal,
1515,Cheryl Hines,
1516,Dylan Baker,
1517,Donnie Yen,
1518,Lynn Hung,
1519,Zhang Jin,
1520,Michael York,
1521,Quinton Aaron,
1522,Daryl Sabara,
1523,William Shatner,
1524,DeForest Kelley,
1525,Jon Favreau,
1526,Amy Schumer,
1527,Juliette Binoche,
1528,Natasha Henstridge,
1529,Michael Madsen,
1530,John Saxon,
1531,Ronee Blakley,
1532,Heather Langenkamp,
1533,Vincent D'Onofrio,
1534,Mako,
1535,Patricia Clarkson,
1536,Albert Hall,
1537,Michael Sheen,
1538,Rhona Mitra,
1539,Eric Mabius,
1540,JoBeth Williams,
1541,Beatrice Straight,
1542,Irma P. Hall,
1543,Beau Bridges,
1544,Alex O'Loughlin,
1545,Danneel Ackles,
1546,Ginnifer Goodwin,
1547,Marsha Thomason,
1548,Walter Matthau,
1549,Tatum O'Neal,
1550,Ben Piazza,
1551,Raúl Juliá,
1552,Thomas Kretschmann,
1553,Frank Finlay,
1554,Keisha Castle-Hughes,
1555,Hiam Abbass,
1556,Elisha Cuthbert,
1557,Paris Hilton,
1558,Brian Van Holt,
1559,Josh Hamilton,
1560,Geoff Pierson,
1561,Amy Smart,
1562,Stuart Townsend,
1563,Aaliyah,
1564,Marguerite Moreau,
1565,Kevin Peter Hall,
1566,Gary Busey,
1567,Colin Hanks,
1568,Alicia Silverstone,
1569,Sam J. Jones,
1570,Melody Anderson,
1571,Raquel Castro,
1572,Tyler Perry,
1573,Rachel Nichols,
1574,Jeffrey Dean Morgan,
1575,Hugh Dancy,
1576,Alfred Molina,
1577,Tim Curry,
1578,Drake Bell,
1579,Sara Paxton,
1580,Leslie Nielsen,
1581,Portia de Rossi,
1582,Dania Ramirez,
1583,Sofía Vergara,
1584,Michael Mosley,
1585,Brooke Shields,
1586,Sharni Vinson,
1587,Phoebe Tonkin,
1588,Julian McMahon,
1589,Ken Marshall,
1590,Lysette Anthony,
1591,Brad Johnson,
1592,Tim Meadows,
1593,Tom Skerritt,
1594,Lela Rochon,
1595,Paul Sorvino,
1596,Benno Fürmann,
1597,Ray Stevenson,
1598,Julie Benz,
1599,Charlotte Le Bon,
1600,Angus Macfadyen,
1601,Mario Yedidia,
1602,Marley Shelton,
1603,Adam Baldwin,
1604,Damian Chapa,
1605,Jesse Borrego,
1606,Peter Coyote,
1607,Anthony Quinn,
1608,Rod Steiger,
1609,Oliver Reed,
1610,Pierre Arditi,
1611,Skeet Ulrich,
1612,Maricel Álvarez,
1613,Hanaa Bouchaib,
1614,Dwight Yoakam,
1615,Brittany Snow,
1616,Ki Hong Lee,
1617,Ellen Burstyn,
1618,Peter Firth,
1619,Yuria Nara,
1620,Hiroki Doi,
1621,George Tokoro,
1622,Scott Eastwood,
1623,Lolita Davidovich,
1624,Vincent Pérez,
1625,Liam Aiken,
1626,DMX,
1627,Isaiah Washington,
1628,Brianne Siddall,
1629,Joey Camen,
1630,Elisa Gabrielli,
1631,Rachael Taylor,
1632,Kathryn McCormick,
1633,Ryan Guzman,
1634,Stephen Boss,
1635,Julianna Margulies,
1636,Alessandro Nivola,
1637,Chris Sarandon,
1638,James Hong,
1639,Mark Hamill,
1640,Carrie Fisher,
1641,Malcolm McDowell,
1642,David Kross,
1643,Justin Theroux,
1644,Kyra Sedgwick,
1645,Jim Belushi,
1646,Karen Allen,
1647,John Forsythe,
1648,Ana de la Reguera,
1649,Héctor Jiménez,
1650,Maya Rudolph,
1651,Chris Brown,
1652,Portia Doubleday,
1653,Vincent Spano,
1654,Kyle Catlett,
1655,John Belushi,
1656,Heidi Hayes,
1657,Amber Valletta,
1658,Kate Nauta,
1659,Jason Behr,
1660,Aimee Garcia,
1661,Scott Bakula,
1662,Jasmine Guy,
1663,Natalie Cole,
1664,Rubén Blades,
1665,James Purefoy,
1666,Glenne Headly,
1667,Jay Thomas,
1668,Roger Moore,
1669,Lois Chiles,
1670,Michael Lonsdale,
1671,Tony Revolori,
1672,Hope Davis,
1673,Harley Jane Kozak,
1674,Garette Ratliff Henson,
1675,Skyler Gisondo,
1676,Thomas Ian Nicholas,
1677,Don Rickles,
1678,Ryan Hurst,
1679,David Banner,
1680,Michael Rainey Jr.,
1681,Christine Taylor,
1682,Ian McNeice,
1683,Simon Callow,
1684,Heather Matarazzo,
1685,Jason Cope,
1686,Nathalie Boltt,
1687,Clancy Brown,
1688,Billy Ray Cyrus,
1689,Emily Osment,
1690,E.G. Daily,
1691,Blythe Danner,
1692,Aidan Quinn,
1693,Anna Kendrick,
1694,Analeigh Tipton,
1695,Christine Cavanaugh,
1696,Miriam Margolyes,
1697,Danny Mann,
1698,André Benjamin,
1699,Bryan Greenberg,
1700,Judy Greer,
1701,Kurt Fuller,
1702,Ethan Suplee,
1703,Shad Moss,
1704,Morris Chestnut,
1705,Jonathan Lipnicki,
1706,George Kennedy,
1707,Tanya Roberts,
1708,Peter Sallis,
1709,Frankie Muniz,
1710,Romola Garai,
1711,Christopher Egan,
1712,Gael García Bernal,
1713,Kate Capshaw,
1714,Will Sasso,
1715,Chris Diamantopoulos,
1716,Emily Watson,
1717,Alison Lohman,
1718,Lorna Raver,
1719,Michiel Huisman,
1720,Rick Malambri,
1721,Adam G. Sevani,
1722,Joe Slaughter,
1723,Matthew Davis,
1724,Melissa George,
1725,Kristen Connolly,
1726,Anna Hutchison,
1727,Sean Maguire,
1728,Carmen Electra,
1729,Ken Davitian,
1730,Charles Grodin,
1731,Yaphet Kotto,
1732,Richard Dawson,
1733,María Conchita Alonso,
1734,Ellen Greene,
1735,Vincent Gardenia,
1736,Vicky Krieps,
1737,Robin Shou,
1738,Talisa Soto,
1739,James Remar,
1740,Yaya DaCosta,
1741,Xzibit,
1742,L. Scott Caldwell,
1743,Luke Mably,
1744,Ben Miller,
1745,Travis Oates,
1746,Bud Luckey,
1747,Mimi Rogers,
1748,Eric Christian Olsen,
1749,Sean Astin,
1750,Nelsan Ellis,
1751,Richard Roxburgh,
1752,Alice Parkinson,
1753,Michael Rispoli,
1754,Cameron Bright,
1755,Nick Chinlund,
1756,Kari Wuhrer,
1757,Scott Terra,
1758,Leelee Sobieski,
1759,Elle Peterson,
1760,Thomas Curtis,
1761,Sarah Polley,
1762,Delphine Chanéac,
1763,Jeffrey Jones,
1764,Eddie Cibrian,
1765,Q'orianka Kilcher,
1766,Justin Chatwin,
1767,Joon Park,
1768,Stark Sands,
1769,Tony Jayawardena,
1770,Elizabeth McGovern,
1771,Joseph Fiennes,
1772,Tchéky Karyo,
1773,Nutsa Kukhianidze,
1774,Steve Howey,
1775,Mike Vogel,
1776,Cecilia Cheung,
1777,Liu Ye,
1778,Hong Chen,
1779,Jaime Pressly,
1780,Holly Valance,
1781,Li Bingbing,
1782,Maxime Godart,
1783,Valérie Lemercier,
1784,Kad Merad,
1785,Milo Ventimiglia,
1786,Kathy Baker,
1787,Christoph Maria Herbst,
1788,Ralf Schmitz,
1789,Thomas Fritsch,
1790,Dennis Haysbert,
1791,Maksim Chukharyov,
1792,Konstantin Khabenskiy,
1793,Mikhail Galustyan,
1794,Uwe Mansshardt,
1795,Celia Imrie,
1796,Vincent Pastore,
1797,Penelope Wilton,
1798,Loren Dean,
1799,Billy Boyd,
1800,Scott Weinger,
1801,Linda Larkin,
1802,O'Shea Jackson Jr.,
1803,Corey Hawkins,
1804,Jason Mitchell,
1805,Jonathan Ke Quan,
1806,Monica Potter,
1807,Michael Wincott,
1808,Alexander Godunov,
1809,Demetri Martin,
1810,Imelda Staunton,
1811,Henry Goodman,
1812,Jake Weber,
1813,Justin Chambers,
1814,Shun Oguri,
1815,Haruma Miura,
1816,Yu Aoi,
1817,Carole Bouquet,
1818,Chaim Topol,
1819,Mia Sara,
1820,Ron Silver,
1821,Cobie Smulders,
1822,Kathy Najimy,
1823,Christopher Mintz-Plasse,
1824,Aziz Ansari,
1825,Ed Oxenbould,
1826,Matthew Macfadyen,
1827,Rutger Hauer,
1828,Sean Young,
1829,Alex Veadov,
1830,Sarah Wynter,
1831,Philippe Labro,
1832,Samaire Armstrong,
1833,Lucas Till,
1834,Kathleen Turner,
1835,Mara Wilson,
1836,Sam Riley,
1837,Tenzin Thuthob Tsarong,
1838,Tencho Gyalpo,
1839,Tsewang Migyur Khangsar,
1840,Kelan Pannell,
1841,Janette Scott,
1842,Elena Anaya,
1843,David Belle,
1844,RZA,
1845,Maud Adams,
1846,Louis Jourdan,
1847,Margaret Avery,
1848,Alec Guinness,
1849,Peggy Ashcroft,
1850,Omar Metwally,
1851,Fionnula Flanagan,
1852,James Brown,
1853,Alexis Bledel,
1854,Amber Tamblyn,
1855,America Ferrera,
1856,Dolly Parton,
1857,Keke Palmer,
1858,Fred Ward,
1859,Barret Oliver,
1860,Gerald McRaney,
1861,Noah Hathaway,
1862,Aidan McArdle,
1863,Fairuza Balk,
1864,Nicol Williamson,
1865,Jean Marsh,
1866,Bobby Coleman,
1867,Mason Cook,
1868,Rowan Blanchard,
1869,Barry Miller,
1870,Kathryn Morris,
1871,Joseph Kaiser,
1872,Amy Carson,
1873,René Pape,
1874,Keir O'Donnell,
1875,Mark Harmon,
1876,Dan Stevens,
1877,David Harbour,
1878,Pamela Reed,
1879,Michael Gambon,
1880,Dirk Bogarde,
1881,A.J. Cook,
1882,Michael Landes,
1883,Tim Blake Nelson,
1884,Kevin Durand,
1885,Paula Garcés,
1886,Robin Thomas,
1887,Hannah Spearritt,
1888,Gregory Itzin,
1889,Alice Eve,
1890,Christopher Lambert,
1891,Mario Van Peebles,
1892,Monica Keena,
1893,Paul Hogan,
1894,Jonathan Banks,
1895,Natalie Martinez,
1896,Maia Morgenstern,
1897,Valeria Golino,
1898,Christopher Carley,
1899,Bee Vang,
1900,Liana Liberato,
1901,Whitney Houston,
1902,Michele Lamar Richards,
1903,Viola Davis,
1904,Octavia Spencer,
1905,Aleksey Chadov,
1906,Agniya Ditkovskite,
1907,Robert Englund,
1908,Ken Kirzinger,
1909,Jason Ritter,
1910,Cara Delevingne,
1911,Debi Derryberry,
1912,Megan Cavanagh,
1913,Mark DeCarlo,
1914,Jessica Lucas,
1915,Odette Annable,
1916,Paige Turco,
1917,David Warner,
1918,Michelan Sisti,
1919,Charles Martin Smith,
1920,Gregory Peck,
1921,Lee Remick,
1922,Ryan Merriman,
1923,Kris Lemche,
1924,Taylor Schilling,
1925,Julie Christie,
1926,Anna Maria Horsford,
1927,Tika Sumpter,
1928,Frank Grillo,
1929,Angie Harmon,
1930,Steven Bauer,
1931,John C. McGinley,
1932,Peter O'Toole,
1933,Heather Locklear,
1934,Dillon Freasier,
1935,Lacey Chabert,
1936,Tom Kane,
1937,Cree Summer,
1938,Kath Soucie,
1939,Eddie Griffin,
1940,Chris Kattan,
1941,Kat Dennings,
1942,Lake Bell,
1943,Amanda Bynes,
1944,Ray Wise,
1945,Jonathan Breck,
1946,Garikayi Mutambirwa,
1947,Dane Cook,
1948,Laura Ramsey,
1949,Max Baldry,
1950,Emma de Caunes,
1951,Johnny Messner,
1952,KaDee Strickland,
1953,Matthew Marsden,
1954,Christopher Eccleston,
1955,Ed Gale,
1956,Martin Balsam,
1957,Sô Yamamura,
1958,Joseph Cotten,
1959,Victoria Beckham,
1960,Melanie Brown,
1961,Emma Bunton,
1962,Shoshana Bush,
1963,Damon Wayans Jr.,
1964,Essence Atkins,
1965,Linda Kozlowski,
1966,Jere Burns,
1967,Vanessa Angel,
1968,Michelle Trachtenberg,
1969,Amy Stewart,
1970,Taron Egerton,
1971,Ray Allen,
1972,Bailee Madison,
1973,Scott Mechlowicz,
1974,Jacob Pitts,
1975,Ja Rule,
1976,Lewis Black,
1977,Wilmer Valderrama,
1978,Tyler James Williams,
1979,Geneviève Bujold,
1980,Josh Flitter,
1981,Shawn Ashmore,
1982,Jonathan Tucker,
1983,Max Thieriot,
1984,John Magaro,
1985,Denzel Whitaker,
1986,Jean-Hugues Anglade,
1987,Tom Green,
1988,Chris Carmack,
1989,Joel David Moore,
1990,Joe Breen,
1991,Tom Welling,
1992,Steve Railsback,
1993,Victor Rasuk,
1994,Rebecca De Mornay,
1995,Kim Cattrall,
1996,Dennis Dun,
1997,Alice Pol,
1998,Jennifer Morrison,
1999,Natasha Calis,
2000,Madison Davenport,
2001,Shirley MacLaine,
2002,Ricki Lake,
2003,Brian Bosworth,
2004,Lance Henriksen,
2005,William Forsythe,
2006,Ted Wass,
2007,Donovan Scott,
2008,Nick Cannon,
2009,Roselyn Sánchez,
2010,Orlando Jones,
2011,Iain Rea,
2012,Tessa Mitchell,
2013,Lori Petty,
2014,Ice-T,
2015,Jay Mohr,
2016,Kellita Smith,
2017,Kristanna Loken,
2018,Erica Linz,
2019,Igor Zaripov,
2020,Matt Gillanders,
2021,Christian McKay,
2022,Sylvia Hoeks,
2023,Yuri Lowenthal,
2024,Isabelle Fuhrman,
2025,François Cluzet,
2026,Benoît Magimel,
2027,Sergio Peris-Mencheta,
2028,Jérôme Deschamps,
2029,Yolande Moreau,
2030,Louise Wallon,
2031,Anna Bolshova,
2032,Evgeny Mironov,
2033,Sergey Garmash,
2034,Orson Welles,
2035,Wang Baoqiang,
2036,Burt Young,
2037,Adam Brody,
2038,Jerry Ferrara,
2039,Rosanna Arquette,
2040,Dianne Wiest,
2041,Mercedes Ruehl,
2042,Minnie Driver,
2043,Carroll O'Connor,
2044,Jennifer Schwalbach Smith,
2045,Garcelle Beauvais,
2046,Clea DuVall,
2047,Steve Whitmire,
2048,Dave Goelz,
2049,Bill Barretta,
2050,Diana Ross,
2051,Nipsey Russell,
2052,Adam Scott,
2053,John Ashton,
2054,Vincent Price,
2055,Anthony Quayle,
2056,Takuya Kimura,
2057,Akihiro Miwa,
2058,Tatsuya Gashûin,
2059,Kerr Smith,
2060,Aneurin Barnard,
2061,Hart Bochner,
2062,Dan Hedaya,
2063,Gina Carano,
2064,Lorraine Gary,
2065,Lance Guest,
2066,Tasha Smith,
2067,Chelsea Field,
2068,Benoît Poelvoorde,
2069,Rupert Friend,
2070,Wang Xue-qi,
2071,Tony Leung Ka-Fai,
2072,Mel Brooks,
2073,Yılmaz Erdoğan,
2074,Wendy Crewson,
2075,Rachel Griffiths,
2076,Beth Grant,
2077,Madison Pettis,
2078,Annie Corley,
2079,Colleen Haskell,
2080,Candice Bergen,
2081,Edward Fox,
2082,Manish Dayal,
2083,Om Puri,
2084,Dennis Miller,
2085,Roma Downey,
2086,Diogo Morgado,
2087,Louise Delamere,
2088,Joel McHale,
2089,John Wood,
2090,Damian Lewis,
2091,Zachary Gordon,
2092,Robert Capron,
2093,Devon Bostick,
2094,Kevin Smith,
2095,Jason Mewes,
2096,Tara Reid,
2097,Izabela Vidovic,
2098,Richard E. Grant,
2099,Jim Carter,
2100,Lily Tomlin,
2101,Robert John Burke,
2102,Nancy Allen,
2103,Mario Machado,
2104,Diane Venora,
2105,Rock Hudson,
2106,Jeremy Kemp,
2107,Loan Chabanol,
2108,Thom Hoffman,
2109,Natalie Dessay,
2110,Bruno Cremer,
2111,Francisco Rabal,
2112,Frances Conroy,
2113,Romain Duris,
2114,Fabrice Luchini,
2115,Edouard Baer,
2116,Jack Lemmon,
2117,James Garner,
2118,Juan José Campanella,
2119,Diego Ramos,
2120,Pablo Rago,
2121,Freddie Jones,
2122,David Huffman,
2123,Trey Parker,
2124,Matt Stone,
2125,Mary Kay Bergman,
2126,Keeley Hawes,
2127,Andy Nyman,
2128,Stuart Wilson,
2129,Sab Shimono,
2130,Kimberly Elise,
2131,Loretta Devine,
2132,Shu Qi,
2133,François Berléand,
2134,Sean Faris,
2135,Emily Bergl,
2136,Jason London,
2137,Amy Irving,
2138,Carmen Ejogo,
2139,Kathy Burke,
2140,Jill Hennessy,
2141,Dom DeLuise,
2142,Paul Freeman,
2143,François Truffaut,
2144,Teri Garr,
2145,Ian Somerhalder,
2146,Dana Carvey,
2147,Rob Lowe,
2148,Bam Margera,
2149,Ryan Dunn,
2150,Murray Hamilton,
2151,Lili Taylor,
2152,Aleisha Allen,
2153,Mike White,
2154,Linden Ashby,
2155,Amara Miller,
2156,Lupita Nyong'o,
2157,Jill Scott,
2158,Sam Claflin,
2159,Janet McTeer,
2160,Fernando Rey,
2161,Adam Campbell,
2162,Sophie Monk,
2163,Harriet Owen,
2164,Blayne Weaver,
2165,Jeff Bennett,
2166,Mae Whitman,
2167,Emily Deschanel,
2168,Barry Watson,
2169,Skye McCole Bartusiak,
2170,Courtney Taylor Burness,
2171,Nikita Hopkins,
2172,Ken Sansom,
2173,Josh Wiggins,
2174,Kal Penn,
2175,Jennifer Coolidge,
2176,Edison Chen,
2177,Taye Diggs,
2178,Alex Winter,
2179,Maximilian Schell,
2180,Anthony Perkins,
2181,Thekla Reuten,
2182,Edward James Olmos,
2183,Constance Marie,
2184,Chris Riggi,
2185,Matt Lanter,
2186,Jenn Proske,
2187,Adam Driver,
2188,Kristen Miller,
2189,Dan Yeager,
2190,Bill Moseley,
2191,Simon Rex,
2192,Ashley Tisdale,
2193,Lee Marvin,
2194,Jean Seberg,
2195,Tom Felton,
2196,Desmond Harrington,
2197,John Cho,
2198,Penn Badgley,
2199,Iben Hjejle,
2200,Todd Louiso,
2201,Ana Claudia Talancón,
2202,Stephen Campbell Moore,
2203,Betty White,
2204,Katie Cassidy,
2205,Cory Monteith,
2206,Jon Foster,
2207,Laura San Giacomo,
2208,Steven Strait,
2209,Missy Peregrym,
2210,Vanessa Lengies,
2211,Jolie Vanier,
2212,Emily Meade,
2213,Daniel Baldwin,
2214,Sheryl Lee,
2215,Vera Miles,
2216,John Gavin,
2217,Gabriella Wilde,
2218,Felicity Huffman,
2219,Eve Arden,
2220,Ian Michael Smith,
2221,Adelaide Clemens,
2222,Quentin Tarantino,
2223,John Fiedler,
2224,Stephen Chow,
2225,Yuen Wah,
2226,Yuen Qiu,
2227,Diedrich Bader,
2228,Candy Ford,
2229,Khalid Abdalla,
2230,Atossa Leoni,
2231,Shaun Toub,
2232,Dennis Farina,
2233,Zak Orth,
2234,Michael Moore,
2235,Thora Birch,
2236,William Black,
2237,Michael Anderson Jr.,
2238,Carroll Baker,
2239,Vanessa Lachey,
2240,Nicole Ari Parker,
2241,Columbus Short,
2242,Peter Gallagher,
2243,Joanne Whalley,
2244,Joseph Gilgun,
2245,Tiffany Dupont,
2246,Luke Goss,
2247,Đỗ Thị Hải Yến,
2248,Peter Falk,
2249,John Cena,
2250,Aidan Gillen,
2251,Ashley Scott,
2252,Victor Wong,
2253,Max Elliott Slade,
2254,Sean Fox,
2255,Will Young,
2256,Kirstie Alley,
2257,Diva Gray,
2258,Natasha Lyonne,
2259,Scott Baio,
2260,Nicollette Sheridan,
2261,Nia Vardalos,
2262,John McMartin,
2263,Ricardo Montalban,
2264,Daniel Tay,
2265,Jon Stewart,
2266,Josh Holloway,
2267,Kevin Farley,
2268,Danny Trejo,
2269,Crispin Glover,
2270,Laura Harring,
2271,Allen Covert,
2272,Allan Corduner,
2273,Jakob Salvati,
2274,Cary-Hiroyuki Tagawa,
2275,Jonny Weston,
2276,Vanessa Hudgens,
2277,Aly Michalka,
2278,Gaelan Connell,
2279,Paul Gross,
2280,Caroline Dhavernas,
2281,Joe Dinicol,
2282,Aaron Abrams,
2283,Alan Alda,
2284,Verónica Echegui,
2285,Yōji Matsuda,
2286,Yuriko Ishida,
2287,Yūko Tanaka,
2288,Grégori Derangère,
2289,Alex Briley,
2290,David Hodo,
2291,Glenn Hughes,
2292,Finn Wittrock,
2293,Damon Wayans,
2294,Richard Benjamin,
