,Unnamed: 0.1,Unnamed: 0,username,movie_id,watch_date,rating,comment
2501,2501.0,2501.0,garonovich1v,1509,2008-12-17,3.0,
2502,2502.0,2502.0,bdundin1f,791,2019-07-16,1.0,
2503,2503.0,2503.0,marnaez24,38,2016-03-24,2.0,
2504,2504.0,2504.0,prosenfelt14,1418,2016-04-15,3.0,
2505,2505.0,2505.0,rbottrellt,1333,2025-11-12,1.0,
2506,2506.0,2506.0,garonovich1v,4245,2022-05-17,3.0,
2507,2507.0,2507.0,dayllett1i,4070,2011-11-07,3.0,
2508,2508.0,2508.0,ksmedley1b,2322,2024-11-29,3.0,
2509,2509.0,2509.0,ahorbath1a,926,2015-04-04,1.0,
2510,2510.0,2510.0,lmaxtedg,1274,2017-04-28,4.0,
2511,2511.0,2511.0,rtwitchings9,4274,2025-01-03,3.0,
2512,2512.0,2512.0,aheyward1g,1438,2024-07-24,4.0,
2513,2513.0,2513.0,onewberryd,4510,2014-03-07,4.0,
2514,2514.0,2514.0,xbenion2f,3449,2012-07-08,3.0,
2515,2515.0,2515.0,jhearsey25,3674,2021-05-25,3.0,
2516,2516.0,2516.0,lshattock1e,1256,2018-03-11,2.0,
2517,2517.0,2517.0,rbottrellt,3652,2025-11-06,3.0,
2518,2518.0,2518.0,tmusickaw,2195,2023-12-01,2.0,
2519,2519.0,2519.0,gbezemer1h,3164,2008-01-24,3.0,
2520,2520.0,2520.0,astoate1c,2687,2020-07-25,2.0,
2521,2521.0,2521.0,rtwitchings9,3750,2018-03-15,1.0,
2522,2522.0,2522.0,rfoulis13,3317,2024-01-08,1.0,
2523,2523.0,2523.0,dsiene2k,4441,2021-04-08,4.0,
2524,2524.0,2524.0,sbignell19,306,2025-02-04,3.0,
2525,2525.0,2525.0,ccockerham8,1427,2024-12-14,1.0,
2526,2526.0,2526.0,jdellcasa1n,4094,2008-01-19,3.0,
2527,2527.0,2527.0,lbudibent3,4428,2012-06-11,3.0,
2528,2528.0,2528.0,bdundin1f,1206,2011-01-03,3.0,
2529,2529.0,2529.0,fscreech6,2707,2013-03-13,2.0,
2530,2530.0,2530.0,vsecretan1z,4285,2018-11-22,2.0,
2531,2531.0,2531.0,jcolyer5,4209,2015-08-22,3.0,
2532,2532.0,2532.0,fscreech6,1359,2012-11-20,1.0,
2533,2533.0,2533.0,cschild1y,1912,2015-10-10,2.0,
2534,2534.0,2534.0,aheyward1g,4024,2018-10-02,2.0,
2535,2535.0,2535.0,daleksidzer,3120,2011-03-10,2.0,
2536,2536.0,2536.0,mwhitnell7,3191,2025-10-25,3.0,
2537,2537.0,2537.0,jvasilenko2h,3412,2010-03-10,4.0,
2538,2538.0,2538.0,cwaszkiewicz1u,715,2020-02-15,3.0,
2539,2539.0,2539.0,mcharlot12,935,2018-03-16,2.0,
2540,2540.0,2540.0,xbenion2f,451,2021-04-04,4.0,
2541,2541.0,2541.0,glongbottom16,2978,2008-12-15,1.0,
2542,2542.0,2542.0,tmusickaw,4464,2017-05-02,4.0,
2543,2543.0,2543.0,tmusickaw,3307,2013-03-22,3.0,
2544,2544.0,2544.0,pcolleford2r,1270,2010-06-30,1.0,
2545,2545.0,2545.0,cdevaneyc,4106,2015-03-24,4.0,
2546,2546.0,2546.0,mvasseh,3881,2008-09-26,4.0,
2547,2547.0,2547.0,daleksidzer,2459,2016-09-16,2.0,
2548,2548.0,2548.0,tfley1q,2239,2011-09-23,3.0,
2549,2549.0,2549.0,glongbottom16,1049,2024-12-13,4.0,
2550,2550.0,2550.0,apetchell15,4059,2010-03-30,1.0,
2551,2551.0,2551.0,tpaulino2,2176,2025-07-25,2.0,
2552,2552.0,2552.0,ebatchelor22,2465,2008-09-22,1.0,
2553,2553.0,2553.0,aheyward1g,3637,2013-11-15,3.0,
2554,2554.0,2554.0,tfley1q,4473,2025-03-19,3.0,
2555,2555.0,2555.0,cfrankcom2d,2228,2019-12-18,2.0,
2556,2556.0,2556.0,xbenion2f,4568,2019-10-10,2.0,
2557,2557.0,2557.0,csedgeworthk,4460,2012-12-25,3.0,
2558,2558.0,2558.0,knewling1s,2029,2010-02-04,4.0,
2559,2559.0,2559.0,knewling1s,3542,2020-10-19,3.0,
2560,2560.0,2560.0,mmeka,2716,2015-11-21,3.0,
2561,2561.0,2561.0,cwaszkiewicz1u,2467,2023-03-20,2.0,
2562,2562.0,2562.0,jmccarterx,2950,2024-11-28,1.0,
2563,2563.0,2563.0,lconaboy11,3253,2025-03-22,4.0,
2564,2564.0,2564.0,knewling1s,3068,2009-06-21,3.0,
2565,2565.0,2565.0,vsecretan1z,2320,2015-05-24,3.0,
2566,2566.0,2566.0,sbignell19,1484,2015-09-24,1.0,
2567,2567.0,2567.0,dsiene2k,1319,2020-04-04,3.0,
2568,2568.0,2568.0,vsecretan1z,2825,2015-09-24,2.0,
2569,2569.0,2569.0,onewberryd,4505,2019-08-14,1.0,
2570,2570.0,2570.0,garonovich1v,3614,2026-03-02,2.0,
2571,2571.0,2571.0,gbezemer1h,1510,2016-12-31,1.0,
2572,2572.0,2572.0,fscreech6,2141,2018-12-17,4.0,
2573,2573.0,2573.0,daleksidzer,2508,2009-06-13,1.0,
2574,2574.0,2574.0,prosenfelt14,3140,2024-01-24,4.0,
2575,2575.0,2575.0,cwaszkiewicz1u,3447,2008-02-06,3.0,
2576,2576.0,2576.0,ashenton26,1348,2025-07-02,1.0,
2577,2577.0,2577.0,garonovich1v,3688,2016-09-22,1.0,
2578,2578.0,2578.0,msmedmore2n,3410,2014-10-10,2.0,
2579,2579.0,2579.0,mcharlot12,246,2012-03-15,3.0,
2580,2580.0,2580.0,garonovich1v,4754,2020-06-17,3.0,
2581,2581.0,2581.0,lconaboy11,4503,2019-07-30,3.0,
2582,2582.0,2582.0,oaloshkinj,1608,2020-05-19,4.0,
2583,2583.0,2583.0,tfley1q,4451,2023-01-30,3.0,
2584,2584.0,2584.0,fbernon1j,4181,2018-03-01,3.0,
2585,2585.0,2585.0,lmaxtedg,3192,2021-11-27,4.0,
2586,2586.0,2586.0,jmarkos29,3171,2011-11-24,2.0,
2587,2587.0,2587.0,bdundin1f,742,2019-09-05,2.0,
2588,2588.0,2588.0,cosbaldestony,3652,2019-07-02,1.0,
2589,2589.0,2589.0,lconaboy11,80,2010-09-09,1.0,
2590,2590.0,2590.0,wdjordjevic1r,4736,2022-03-25,4.0,
2591,2591.0,2591.0,pvicaryn,3599,2017-06-09,1.0,
2592,2592.0,2592.0,gtapine,4122,2025-02-03,4.0,
2593,2593.0,2593.0,ahorbath1a,68,2025-04-26,3.0,
2594,2594.0,2594.0,hseabrocke2m,183,2011-05-04,1.0,
2595,2595.0,2595.0,jhaslen2e,552,2009-08-25,2.0,
2596,2596.0,2596.0,jhaslen2e,4738,2016-10-01,1.0,
2597,2597.0,2597.0,oaloshkinj,3683,2014-09-08,4.0,
2598,2598.0,2598.0,pcolleford2r,2292,2022-03-01,4.0,
2599,2599.0,2599.0,dbruckshaw1l,3726,2025-02-07,1.0,
2600,2600.0,2600.0,ssimoes2a,3121,2017-09-22,3.0,
2601,2601.0,2601.0,mmeka,2948,2009-01-11,3.0,
2602,2602.0,2602.0,fbernon1j,3454,2018-05-15,1.0,
2603,2603.0,2603.0,fbernon1j,3090,2009-03-27,4.0,
2604,2604.0,2604.0,cniesel0,4438,2019-12-30,1.0,
2605,2605.0,2605.0,dayllett1i,570,2025-08-04,3.0,
2606,2606.0,2606.0,dpiatto4,829,2024-02-15,4.0,
2607,2607.0,2607.0,wleatt2o,2896,2020-05-13,1.0,
2608,2608.0,2608.0,cwaszkiewicz1u,4546,2025-10-08,3.0,
2609,2609.0,2609.0,mmeka,2298,2012-08-02,4.0,
2610,2610.0,2610.0,pvicaryn,1217,2023-07-20,4.0,
2611,2611.0,2611.0,tdundon1,304,2025-11-20,4.0,
2612,2612.0,2612.0,elivingstonep,2297,2017-02-07,1.0,
2613,2613.0,2613.0,mvasseh,1316,2018-08-04,1.0,
2614,2614.0,2614.0,rfoulis13,2912,2018-12-30,3.0,
2615,2615.0,2615.0,garonovich1v,83,2010-09-18,3.0,
2616,2616.0,2616.0,mcharlot12,3693,2008-05-08,2.0,
2617,2617.0,2617.0,dayllett1i,1856,2013-03-01,4.0,
2618,2618.0,2618.0,bdundin1f,3558,2015-12-13,3.0,
2619,2619.0,2619.0,pvicaryn,735,2016-03-27,2.0,
2620,2620.0,2620.0,kstammler1m,4026,2008-01-18,3.0,
2621,2621.0,2621.0,sbignell19,1804,2014-06-01,4.0,
2622,2622.0,2622.0,bfiggins23,965,2013-07-19,3.0,
2623,2623.0,2623.0,cniesel0,1851,2020-03-06,1.0,
2624,2624.0,2624.0,llangloisi,2466,2025-03-18,4.0,
2625,2625.0,2625.0,rwilcott10,1652,2024-11-15,1.0,
2626,2626.0,2626.0,esouthwell2b,3952,2013-12-13,1.0,
2627,2627.0,2627.0,jvasilenko2h,4264,2016-12-04,1.0,
2628,2628.0,2628.0,kstonestreet20,3044,2020-12-30,3.0,
2629,2629.0,2629.0,jcolyer5,1654,2009-04-21,3.0,
2630,2630.0,2630.0,esouthwell2b,913,2023-05-23,1.0,
2631,2631.0,2631.0,jmccarterx,3484,2016-10-31,2.0,
2632,2632.0,2632.0,dsiene2k,4566,2025-07-15,2.0,
2633,2633.0,2633.0,dsiene2k,3360,2012-08-31,4.0,
2634,2634.0,2634.0,tpaulino2,19,2018-05-17,2.0,
2635,2635.0,2635.0,hseabrocke2m,4007,2023-10-24,4.0,
2636,2636.0,2636.0,mdampier2q,2385,2021-05-03,2.0,
2637,2637.0,2637.0,msmedmore2n,2110,2015-10-30,3.0,
2638,2638.0,2638.0,tpaulino2,1693,2014-05-24,4.0,
2639,2639.0,2639.0,jmccarterx,3269,2008-09-08,4.0,
2640,2640.0,2640.0,oaloshkinj,3486,2022-06-16,2.0,
2641,2641.0,2641.0,lshattock1e,1859,2014-12-26,2.0,
2642,2642.0,2642.0,dsiene2k,772,2015-04-14,3.0,
2643,2643.0,2643.0,battwellz,181,2015-01-24,4.0,
2644,2644.0,2644.0,hpoundford2i,4098,2024-12-20,1.0,
2645,2645.0,2645.0,llangloisi,1890,2014-10-21,4.0,
2646,2646.0,2646.0,esouthwell2b,4104,2009-10-02,3.0,
2647,2647.0,2647.0,cdevaneyc,3757,2012-05-12,1.0,
2648,2648.0,2648.0,bboobierv,2359,2011-04-17,4.0,
2649,2649.0,2649.0,onewberryd,2933,2018-05-28,2.0,
2650,2650.0,2650.0,gseadon28,2849,2025-10-25,4.0,
2651,2651.0,2651.0,dbruckshaw1l,1359,2009-02-21,1.0,
2652,2652.0,2652.0,ppointon2l,130,2021-10-25,2.0,
2653,2653.0,2653.0,tsowrah1t,2602,2014-09-14,2.0,
2654,2654.0,2654.0,wleatt2o,370,2025-11-02,4.0,
2655,2655.0,2655.0,mromandl,831,2013-05-11,2.0,
2656,2656.0,2656.0,sponteq,3705,2018-06-13,1.0,
2657,2657.0,2657.0,jcolyer5,472,2017-01-13,2.0,
2658,2658.0,2658.0,lconaboy11,2586,2024-05-05,3.0,
2659,2659.0,2659.0,kstonestreet20,2014,2025-09-09,3.0,
2660,2660.0,2660.0,astoate1c,3870,2015-11-03,2.0,
2661,2661.0,2661.0,rfoulis13,1155,2009-08-12,4.0,
2662,2662.0,2662.0,swilemans,4004,2019-03-11,2.0,
2663,2663.0,2663.0,pkyteley2j,2804,2008-10-16,1.0,
2664,2664.0,2664.0,fscreech6,3008,2025-11-10,3.0,
2665,2665.0,2665.0,bboobierv,3834,2012-03-16,4.0,
2666,2666.0,2666.0,avasechkin2g,4324,2011-09-25,2.0,
2667,2667.0,2667.0,xbenion2f,1969,2014-12-04,2.0,
2668,2668.0,2668.0,vsecretan1z,4179,2020-09-20,2.0,
2669,2669.0,2669.0,mdampier2q,1209,2021-01-03,2.0,
2670,2670.0,2670.0,lbudibent3,2708,2024-09-11,1.0,
2671,2671.0,2671.0,dsiene2k,4589,2017-09-28,4.0,
2672,2672.0,2672.0,fbernon1j,2015,2018-07-04,1.0,
2673,2673.0,2673.0,aeul1o,3740,2019-05-28,3.0,
2674,2674.0,2674.0,apetchell15,2780,2023-02-05,3.0,
2675,2675.0,2675.0,cyannoni1w,3529,2012-01-13,3.0,
2676,2676.0,2676.0,apetchell15,171,2009-08-07,1.0,
2677,2677.0,2677.0,lconaboy11,4541,2021-09-04,3.0,
2678,2678.0,2678.0,cwaszkiewicz1u,1253,2009-11-06,3.0,
2679,2679.0,2679.0,egrestie2c,2055,2017-11-21,3.0,
2680,2680.0,2680.0,gseadon28,1634,2011-10-08,2.0,
2681,2681.0,2681.0,fscreech6,3699,2011-09-29,4.0,
2682,2682.0,2682.0,gtapine,2271,2009-07-18,3.0,
2683,2683.0,2683.0,avasechkin2g,3460,2014-11-01,4.0,
2684,2684.0,2684.0,hpoundford2i,2212,2020-09-18,1.0,
2685,2685.0,2685.0,gtoffolonio,2659,2012-10-17,2.0,
2686,2686.0,2686.0,dayllett1i,3150,2017-04-10,4.0,
2687,2687.0,2687.0,dsiene2k,2702,2023-11-05,4.0,
2688,2688.0,2688.0,jvasilenko2h,2539,2024-12-29,4.0,
2689,2689.0,2689.0,egabbatiss2p,1186,2020-09-16,4.0,
2690,2690.0,2690.0,tdundon1,2637,2013-01-18,1.0,
2691,2691.0,2691.0,ahorbath1a,4442,2026-03-30,2.0,
2692,2692.0,2692.0,rbottrellt,3676,2016-06-13,3.0,
2693,2693.0,2693.0,jcolyer5,2923,2022-10-13,1.0,
2694,2694.0,2694.0,cyannoni1w,2488,2012-05-03,3.0,
2695,2695.0,2695.0,oaloshkinj,4616,2019-09-20,3.0,
2696,2696.0,2696.0,jhearsey25,4765,2025-03-03,3.0,
2697,2697.0,2697.0,sponteq,1201,2023-08-04,2.0,
2698,2698.0,2698.0,bboobierv,870,2025-06-21,3.0,
2699,2699.0,2699.0,esouthwell2b,341,2015-11-01,3.0,
2700,2700.0,2700.0,msmedmore2n,1871,2010-10-05,4.0,
2701,2701.0,2701.0,xbenion2f,2315,2021-03-29,1.0,
2702,2702.0,2702.0,cosbaldestony,1058,2023-03-11,3.0,
2703,2703.0,2703.0,glongbottom16,450,2021-03-27,3.0,
2704,2704.0,2704.0,afradsonm,944,2016-11-27,4.0,
2705,2705.0,2705.0,mcharlot12,3034,2008-10-04,2.0,
2706,2706.0,2706.0,rbottrellt,3746,2015-11-25,2.0,
2707,2707.0,2707.0,afradsonm,113,2011-12-22,3.0,
2708,2708.0,2708.0,gbezemer1h,3078,2023-05-16,2.0,
2709,2709.0,2709.0,tlowden17,1479,2017-07-20,1.0,
2710,2710.0,2710.0,egabbatiss2p,3738,2019-09-30,2.0,
2711,2711.0,2711.0,ccrippin21,3435,2024-11-17,1.0,
2712,2712.0,2712.0,llangloisi,1538,2020-08-08,4.0,
2713,2713.0,2713.0,ssimoes2a,3240,2020-12-27,4.0,
2714,2714.0,2714.0,ebatchelor22,151,2016-02-04,2.0,
2715,2715.0,2715.0,ccockerham8,3990,2016-12-16,1.0,
2716,2716.0,2716.0,tmusickaw,645,2024-07-19,1.0,
2717,2717.0,2717.0,avasechkin2g,2005,2017-06-01,4.0,
2718,2718.0,2718.0,gtapine,3524,2016-01-07,1.0,
2719,2719.0,2719.0,ksmedley1b,1990,2008-01-03,2.0,
2720,2720.0,2720.0,jmccarterx,4461,2009-04-25,3.0,
2721,2721.0,2721.0,mwhitnell7,1859,2017-01-16,1.0,
2722,2722.0,2722.0,lbudibent3,4107,2008-03-26,2.0,
2723,2723.0,2723.0,gseadon28,435,2014-11-15,2.0,
2724,2724.0,2724.0,aeul1o,1603,2021-09-12,3.0,
2725,2725.0,2725.0,gtapine,1152,2014-02-20,1.0,
2726,2726.0,2726.0,ccockerham8,524,2020-04-22,4.0,
2727,2727.0,2727.0,mdampier2q,1614,2011-07-09,3.0,
2728,2728.0,2728.0,apetchell15,3463,2022-10-17,3.0,
2729,2729.0,2729.0,mgarioch1p,277,2023-01-28,1.0,
2730,2730.0,2730.0,cschild1y,4601,2020-05-11,2.0,
2731,2731.0,2731.0,tpaulino2,3520,2019-07-01,2.0,
2732,2732.0,2732.0,mdampier2q,3380,2012-08-03,3.0,
2733,2733.0,2733.0,ashenton26,4389,2021-12-31,4.0,
2734,2734.0,2734.0,kstammler1m,4771,2014-06-03,4.0,
2735,2735.0,2735.0,mwhitnell7,1464,2010-09-24,3.0,
2736,2736.0,2736.0,cosbaldestony,4563,2012-01-01,2.0,
2737,2737.0,2737.0,marnaez24,4498,2011-07-17,2.0,
2738,2738.0,2738.0,xbenion2f,471,2009-02-28,3.0,
2739,2739.0,2739.0,apetchell15,3336,2018-12-23,4.0,
2740,2740.0,2740.0,bdundin1f,2414,2013-05-18,1.0,
2741,2741.0,2741.0,cfrankcom2d,4009,2019-04-29,3.0,
2742,2742.0,2742.0,tpaulino2,3473,2010-11-02,2.0,
2743,2743.0,2743.0,sponteq,847,2024-04-22,4.0,
2744,2744.0,2744.0,alloydwilliamsa,2031,2022-11-08,3.0,
2745,2745.0,2745.0,mgarioch1p,870,2018-03-21,2.0,
2746,2746.0,2746.0,rtwitchings9,712,2009-12-17,1.0,
2747,2747.0,2747.0,pcolleford2r,4069,2011-11-13,4.0,
2748,2748.0,2748.0,rwilcott10,1187,2026-04-18,2.0,
2749,2749.0,2749.0,gbezemer1h,1103,2015-12-26,2.0,
2750,2750.0,2750.0,pvicaryn,4645,2014-09-30,1.0,
2751,2751.0,2751.0,cniesel0,860,2010-04-12,3.0,
2752,2752.0,2752.0,rtwitchings9,4332,2012-04-06,3.0,
2753,2753.0,2753.0,pcolleford2r,2268,2024-06-10,2.0,
2754,2754.0,2754.0,gtoffolonio,2947,2017-01-18,3.0,
2755,2755.0,2755.0,wdjordjevic1r,2394,2018-06-23,1.0,
2756,2756.0,2756.0,olechmere1k,3483,2015-08-13,4.0,
2757,2757.0,2757.0,kstonestreet20,3117,2013-07-15,1.0,
2758,2758.0,2758.0,bdundin1f,2489,2009-07-03,3.0,
2759,2759.0,2759.0,mcharlot12,651,2012-06-30,3.0,
2760,2760.0,2760.0,daleksidzer,4460,2016-11-17,1.0,
2761,2761.0,2761.0,gtoffolonio,1493,2016-07-23,4.0,
2762,2762.0,2762.0,jdellcasa1n,4700,2014-10-23,4.0,
2763,2763.0,2763.0,egabbatiss2p,492,2026-01-09,4.0,
2764,2764.0,2764.0,vsecretan1z,882,2025-01-06,4.0,
2765,2765.0,2765.0,ahorbath1a,1120,2021-01-16,2.0,
2766,2766.0,2766.0,aheyward1g,4449,2011-04-01,3.0,
2767,2767.0,2767.0,swilemans,2385,2009-07-13,1.0,
2768,2768.0,2768.0,sbignell19,692,2017-11-05,1.0,
2769,2769.0,2769.0,jdellcasa1n,713,2009-06-14,1.0,
2770,2770.0,2770.0,marnaez24,2775,2021-08-22,1.0,
2771,2771.0,2771.0,kstammler1m,3931,2019-12-13,2.0,
2772,2772.0,2772.0,knewling1s,3649,2013-10-16,3.0,
2773,2773.0,2773.0,cfrankcom2d,3202,2019-05-11,2.0,
2774,2774.0,2774.0,mdampier2q,3630,2019-08-02,4.0,
2775,2775.0,2775.0,tlowden17,1999,2025-10-14,4.0,
2776,2776.0,2776.0,lconaboy11,998,2022-04-12,3.0,
2777,2777.0,2777.0,jmonini18,2125,2023-10-22,3.0,
2778,2778.0,2778.0,jcolyer5,2142,2021-05-12,3.0,
2779,2779.0,2779.0,ssparshettb,3462,2017-08-14,4.0,
2780,2780.0,2780.0,llangloisi,1440,2024-07-10,2.0,
2781,2781.0,2781.0,dpiatto4,3079,2012-03-13,4.0,
2782,2782.0,2782.0,oaloshkinj,3871,2023-09-19,2.0,
2783,2783.0,2783.0,fscreech6,3753,2022-08-29,2.0,
2784,2784.0,2784.0,aecclestone1d,2365,2024-10-27,4.0,
2785,2785.0,2785.0,mromandl,4195,2022-03-13,2.0,
2786,2786.0,2786.0,gseadon28,462,2013-03-15,4.0,
2787,2787.0,2787.0,ssimoes2a,3793,2020-04-08,3.0,
2788,2788.0,2788.0,rtwitchings9,2663,2017-02-13,2.0,
2789,2789.0,2789.0,tfley1q,1678,2015-06-06,4.0,
2790,2790.0,2790.0,wleatt2o,378,2020-01-19,1.0,
2791,2791.0,2791.0,mvasseh,462,2016-10-12,3.0,
2792,2792.0,2792.0,ksmedley1b,543,2012-05-14,1.0,
2793,2793.0,2793.0,swilemans,2355,2009-03-30,1.0,
2794,2794.0,2794.0,astoate1c,4652,2011-10-24,3.0,
2795,2795.0,2795.0,afradsonm,155,2011-04-29,4.0,
2796,2796.0,2796.0,bfiggins23,289,2022-03-20,2.0,
2797,2797.0,2797.0,dpiatto4,3013,2022-03-05,4.0,
2798,2798.0,2798.0,wdjordjevic1r,2188,2024-04-18,1.0,
2799,2799.0,2799.0,msmedmore2n,3951,2025-08-11,4.0,
2800,2800.0,2800.0,rwilcott10,95,2021-04-05,4.0,
2801,2801.0,2801.0,gtapine,418,2017-04-14,4.0,
2802,2802.0,2802.0,pkyteley2j,3994,2025-05-11,4.0,
2803,2803.0,2803.0,jmccarterx,3545,2011-02-15,3.0,
2804,2804.0,2804.0,rbottrellt,3018,2015-01-09,2.0,
2805,2805.0,2805.0,rbottrellt,4357,2008-12-18,1.0,
2806,2806.0,2806.0,alloydwilliamsa,1876,2011-06-01,1.0,
2807,2807.0,2807.0,battwellz,1508,2020-10-05,1.0,
2808,2808.0,2808.0,cfrankcom2d,1140,2017-05-07,3.0,
2809,2809.0,2809.0,mgarioch1p,4669,2014-03-15,1.0,
2810,2810.0,2810.0,pcolleford2r,3194,2020-06-17,4.0,
2811,2811.0,2811.0,cwaszkiewicz1u,4651,2021-10-17,2.0,
2812,2812.0,2812.0,onewberryd,789,2012-06-06,4.0,
2813,2813.0,2813.0,astoate1c,1711,2016-07-02,3.0,
2814,2814.0,2814.0,wdjordjevic1r,250,2022-04-09,4.0,
2815,2815.0,2815.0,tpaulino2,752,2026-03-17,3.0,
2816,2816.0,2816.0,tpaulino2,1916,2026-04-05,3.0,
2817,2817.0,2817.0,ppointon2l,3524,2012-03-19,4.0,
2818,2818.0,2818.0,mmeka,2074,2009-09-02,1.0,
2819,2819.0,2819.0,jvasilenko2h,2315,2015-01-04,1.0,
2820,2820.0,2820.0,gtapine,2613,2018-03-02,1.0,
2821,2821.0,2821.0,jhaslen2e,2840,2016-07-10,3.0,
2822,2822.0,2822.0,gseadon28,1900,2020-06-29,3.0,
2823,2823.0,2823.0,swilemans,1199,2024-03-22,1.0,
2824,2824.0,2824.0,thargess27,2797,2023-08-25,1.0,
2825,2825.0,2825.0,tmusickaw,2946,2023-07-01,3.0,
2826,2826.0,2826.0,cdevaneyc,236,2018-12-30,2.0,
2827,2827.0,2827.0,jhaslen2e,93,2014-06-07,1.0,
2828,2828.0,2828.0,lmaxtedg,1042,2015-03-17,2.0,
2829,2829.0,2829.0,bdundin1f,3277,2022-10-06,2.0,
2830,2830.0,2830.0,ashenton26,3015,2020-10-10,3.0,
2831,2831.0,2831.0,cyannoni1w,1043,2024-10-12,3.0,
2832,2832.0,2832.0,hpoundford2i,3662,2008-11-06,2.0,
2833,2833.0,2833.0,cyannoni1w,4609,2025-03-12,2.0,
2834,2834.0,2834.0,astoate1c,1399,2023-05-23,1.0,
2835,2835.0,2835.0,tpaulino2,2650,2017-04-15,1.0,
2836,2836.0,2836.0,pvicaryn,926,2022-06-14,1.0,
2837,2837.0,2837.0,apetchell15,108,2012-05-06,1.0,
2838,2838.0,2838.0,ssimoes2a,2322,2020-03-18,3.0,
2839,2839.0,2839.0,dayllett1i,1769,2010-06-26,4.0,
2840,2840.0,2840.0,egrestie2c,1292,2016-12-18,4.0,
2841,2841.0,2841.0,lconaboy11,1820,2024-07-09,1.0,
2842,2842.0,2842.0,mromandl,4204,2009-04-08,3.0,
2843,2843.0,2843.0,cniesel0,1989,2019-04-25,1.0,
2844,2844.0,2844.0,ksmedley1b,2656,2020-06-24,4.0,
2845,2845.0,2845.0,rwilcott10,3763,2021-11-07,4.0,
2846,2846.0,2846.0,cosbaldestony,4501,2008-10-29,2.0,
2847,2847.0,2847.0,rtwitchings9,2141,2020-12-07,4.0,
2848,2848.0,2848.0,pkyteley2j,1146,2016-02-29,1.0,
2849,2849.0,2849.0,sbignell19,151,2025-04-01,4.0,
2850,2850.0,2850.0,gtoffolonio,2871,2012-08-04,4.0,
2851,2851.0,2851.0,csedgeworthk,2432,2025-10-04,3.0,
2852,2852.0,2852.0,fscreech6,1385,2021-04-12,4.0,
2853,2853.0,2853.0,ssparshettb,3650,2013-01-06,4.0,
2854,2854.0,2854.0,afradsonm,2655,2026-02-16,4.0,
2855,2855.0,2855.0,gtoffolonio,1709,2012-11-12,1.0,
2856,2856.0,2856.0,tlowden17,457,2021-08-19,1.0,
2857,2857.0,2857.0,xbenion2f,1860,2015-09-30,2.0,
2858,2858.0,2858.0,rwilcott10,2100,2015-01-05,4.0,
2859,2859.0,2859.0,jdellcasa1n,2075,2018-08-29,4.0,
2860,2860.0,2860.0,rtwitchings9,1590,2009-12-25,4.0,
2861,2861.0,2861.0,tdundon1,1995,2010-05-31,3.0,
2862,2862.0,2862.0,gseadon28,4087,2012-12-02,4.0,
2863,2863.0,2863.0,bboobierv,3741,2010-06-14,3.0,
2864,2864.0,2864.0,sponteq,2556,2017-04-29,4.0,
2865,2865.0,2865.0,mromandl,3632,2016-10-19,3.0,
2866,2866.0,2866.0,prosenfelt14,2097,2013-08-26,3.0,
2867,2867.0,2867.0,jhaslen2e,2724,2013-06-25,1.0,
2868,2868.0,2868.0,cyannoni1w,4418,2009-04-22,2.0,
2869,2869.0,2869.0,gtoffolonio,2801,2026-03-27,2.0,
2870,2870.0,2870.0,ahorbath1a,1262,2016-04-24,4.0,
2871,2871.0,2871.0,jhearsey25,3128,2019-09-25,4.0,
2872,2872.0,2872.0,mgarioch1p,3548,2025-11-27,2.0,
2873,2873.0,2873.0,dpiatto4,1493,2008-03-22,1.0,
2874,2874.0,2874.0,fscreech6,3539,2015-10-20,3.0,
2875,2875.0,2875.0,apetchell15,2726,2022-11-04,4.0,
2876,2876.0,2876.0,egrestie2c,687,2016-01-08,3.0,
2877,2877.0,2877.0,gbezemer1h,4793,2009-02-01,1.0,
2878,2878.0,2878.0,vsecretan1z,2350,2013-12-07,1.0,
2879,2879.0,2879.0,ccrippin21,655,2012-08-03,4.0,
2880,2880.0,2880.0,marnaez24,3641,2021-02-17,1.0,
2881,2881.0,2881.0,rgasgarthu,4504,2022-01-25,3.0,
2882,2882.0,2882.0,jvasilenko2h,2087,2011-09-19,4.0,
2883,2883.0,2883.0,knewling1s,3716,2021-01-19,4.0,
2884,2884.0,2884.0,mdampier2q,3999,2010-12-29,3.0,
2885,2885.0,2885.0,esouthwell2b,1501,2016-06-27,1.0,
2886,2886.0,2886.0,knewling1s,893,2017-07-31,4.0,
2887,2887.0,2887.0,ahorbath1a,3993,2010-10-17,3.0,
2888,2888.0,2888.0,mmeka,4782,2011-03-26,3.0,
2889,2889.0,2889.0,ebatchelor22,2944,2019-09-05,2.0,
2890,2890.0,2890.0,tsowrah1t,2566,2016-08-22,3.0,
2891,2891.0,2891.0,jhearsey25,210,2008-04-12,2.0,
2892,2892.0,2892.0,knewling1s,4262,2012-03-31,1.0,
2893,2893.0,2893.0,vmuslimf,3135,2010-12-02,2.0,
2894,2894.0,2894.0,lbudibent3,2335,2023-05-02,2.0,
2895,2895.0,2895.0,dayllett1i,4439,2023-03-23,2.0,
2896,2896.0,2896.0,bdundin1f,4769,2020-09-29,4.0,
2897,2897.0,2897.0,prosenfelt14,1023,2015-06-23,1.0,
2898,2898.0,2898.0,cosbaldestony,3793,2016-04-21,3.0,
2899,2899.0,2899.0,ashenton26,2180,2009-07-07,1.0,
